INCI name,EINECS/ELINCS number,Classification,Penalty,Functions,Other language,Other languages,Origin(s),Food additive,Chemical name
CENTAUREA CYANUS FLOWER WATER,281-664-0,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Acqua di fiori di fiordaliso, Agua de flor de aciano, Apa de flori de colt, Búzavirág virágvíz, Eau florale de bleuet, Korenbloem bloemenwater, Kornblumenblütenwasser, Květová voda z chrpy, Nevädza kvetinová voda, Peygamber çiçeği suyu, Voda cvijeta različka, Woda z kwiatów chabra, Água de flor de centáurea, Вода од цветова кукуруза, Цветна вода от метличина, מי פרחי קורנפלור, ماء زهرة الذرة, ヤグルマギクの花水, 콘플라워 꽃물",Vegetal,,
CENTELLA ASIATICA EXTRACT,283-640-5,,"""No penalty"" in all categories.","['Cleansing : Helps to keep a clean surface', 'Skin conditioning : Maintains skin in good condition', 'Smoothing : Reduces roughness or irregularities to make the skin uniform', 'Soothing : Helps to reduce the skin or scalp discomfort', 'Tonic : Produces a feeling of well-being on skin and hair']",,"Ekstrakt tigrove trave, Ekstrakt z trawy tygrysiej, Estratto di Centella asiatica, Extract de iarbă de tigru, Extracto de gotu kola, Extrait d'herbe du tigre, Extrakt z tigrej trávy, Extrakt z tygří trávy, Extrato de Gotu kola, Indischer Wassernabel extrakt, Kaplan otu özütü, Tigrisfű kivonat, Tijgergras extract, Екстракт от тигрова трева, Екстракт тигрове траве, תמצית דשא טייגר, مستخلص عشبة النمر, タイガーグラスエキス, 호랑이풀 추출물",Vegetal,,
CENTELLA ASIATICA LEAF EXTRACT,283-640-5,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Ekstrakt lista gotu kole, Ekstrakt z liści wąkroty azjatyckiej, Estratto di foglie di centella asiatica, Extract de frunze de Gotu kola, Extracto de hoja de centella asiática, Extrait de feuille de Centella Asiatica, Extrakt z listov Gotu kola, Extrakt z listů Gotu kola, Extrato de folha de centelha asiática, Gotu Kola-Blattextrakt, Gotu kola levél kivonat, Gotu kola yaprağı özütü, Gotu kola-bladextract, Екстракт листа Готу кола, Екстракт от листа на готу кола, תמצית עלי גוטו קולה, مستخلص أوراق الجوتوكولا, ゴツコラ葉エキス, 고투콜라 잎 추출물",Vegetal,,
CERA ALBA,232-383-7,,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Film forming : Produces a continuous film on skin, hair or nails', 'Perfuming : Used for perfume and aromatic raw materials']",,"Balmumu, Bienenwachs, Bijenwas, Ceară de albine, Cera d'api, Cera de abejas, Cera de abelha, Cire d'Abeille, Méhviasz, Vosak, Včelí vosk, Wosk pszczeli, Пчелен восък, Пчелињи восак, דוֹנַג, شمع العسل, 蜜蝋, 밀랍",Animal,E901,
CERA MICROCRISTALLINA,264-038-1/265-144-0,Mineral oil,"""Medium penalty"" in all categories.","['Binding agent : Allows the cohesion of different cosmetic ingredients', 'Emulsion stabilising : Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Opacifying : Reduces transparency or translucency of cosmetics', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,"Ceară de parafină, Cera de parafina, Cera parafina, Cire de paraffine, Paraffina, Paraffine, Paraffinviasz, Paraffinwachs, Parafin mumu, Parafina, Parafinski vosak, Parafínový vosk, Парафинов восък, Парафински восак, שעוות פרפין, شمع البارافين, パラフィン・ワックス, 파라핀 왁스","Synthetic, Mineral",,
CERAMIDE 3,,,"""No penalty"" in all categories.","['Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition']",,,,,
CERAMIDE NP,-/309-560-3,,"""No penalty"" in all categories.","['Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning - miscellaneous : Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness.']",,"Ceramid Np, Ceramida Np, Ceramidă Np, Céramide Np, Seramid Np, Керамид Np, Церамиде Нп, سيراميد ن.ب, セラミドNp, 세라마이드 Np",,,
CERATONIA SILIQUA GUM,232-541-5 / 284-634-5,,"""No penalty"" in all categories.","['Binding agent : Allows the cohesion of different cosmetic ingredients', 'Emollient : Softens and smoothes the skin', 'Emulsion stabilising : Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Film forming : Produces a continuous film on skin, hair or nails', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,"Goma de alfarroba, Goma de algarroba, Gomma di carruba, Gomme de Caroubier, Guma karobowa, Guma od zrna rogača, Gumă de roșcove, Johannesbroodpitmeel, Johannisbrotkernmehl, Karobová guma, Keçiboynuzu zamkı, Szentjánoskenyérgumi, Гума од рогача, Дъвка от зърна рожков, מסטיק שעועית חרובים, علكة الخروب, イナゴマメガム, 캐롭콩검",,,
CETEARETH-12,,Ethoxylated compound,"""Medium penalty"" in all categories.","['Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",,"Кетеарет-12, Цетеаретх-12, سيتاريث-12, セテアレス-12, 세테아레스-12",,,
CETEARETH-25,,Ethoxylated compound,"""Medium penalty"" in all categories.","['Cleansing : Helps to keep a clean surface', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",,"Кетеарет-25, Цетеаретх-25, سيتاريث-25, セテアレス-25, 세테아레스-25",,,
CETEARETH-50,,"Ethoxylated compound, Nonionic surfactant","""Medium penalty"" in all categories.","['Cleansing : Helps to keep a clean surface', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",,,"Vegetal, Animal, Synthetic",,
CETEARYL ALCOHOL,267-008-6 / -,Fatty alcohol,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Emulsion stabilising : Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Foam boosting : Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Opacifying : Reduces transparency or translucency of cosmetics', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', '']",,"Alcohol cetearílico, Alcool cetearilic, Alcool cetearilico, Alcool cétéarylique, Alkohol cetearylowy, Cetearil alkohol, Cetearil-alkohol, Cetearylalkohol, Setearil alkol, Álcool cetearílico, Цетеарил алкохол, Цетеарилов алкохол, אלכוהול צטריל, كحول السيتاريل, セテアリルアルコール, 세테아릴 알코올","Vegetal, Synthetic",,
CETEARYL ETHYLHEXANOATE,291-445-1,,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition']",,"Cetearil etilheksanoat, Cetearil-etil-hexanoát, Cetearyl Ethylhexanoaat, Cetearyl Etilesanoato, Cetearyl etyloheksanoat, Cetearylethylhexanoat, Cetearylethylhexanoát, Cetearyletylhexanoát, Etilhexanoat de cetearil, Etilhexanoato de cetearil, Etilhexanoato de cetearilo, Setearil Etilheksanoat, Éthylhexanoate de cétéaryle, Цетеарил Етилхексаноат, Цетеарил етилхексаноат, سيتيريل إيثيل هيكسانويت, セテアリルエチルヘキサノエート, 세테아릴 에틸헥사노에이트",,,
CETEARYL GLUCOSIDE,,Nonionic surfactant,"""No penalty"" in all categories.","['Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",,"Cetearil glicosídeo, Cetearil glucozid, Cetearil glukozid, Cetearil-glükozid, Cetearylglucosid, Cetearylglucoside, Cetearylglukosid, Cetearylglukozid, Glucoside cetearilico, Glucósido cetearílico, Glukozyd cetearylowy, Setearil glikozit, Цетеарил глукозид, Цетеарил глюкозид, سيتيريل جلوكوزيد, セテアリルグルコシド, 세테아릴글루코사이드",,,
CETEARYL OLIVATE,,,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Emulsion stabilising : Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Slip modifier : Enhance the flow properties of other ingredients. Slip modifiers do not react chemically with the material(s) to which they are added.']",,"Cetearil Olivat, Cetearil Olivát, Cetearyl Olivaat, Cetearyl Olivato, Cetearyl Olivát, Cetearyl oliwkowy, Olivate de cétéaryle, Olivato de cetearil, Olivato de cetearilo, Setearil Olivat, Цетеарил Оливат, Цетеарил оливате, سيتياريل أوليفات, セテアリルオリベート, 세테아릴 올리베이트",,,
CETRARIA ISLANDICA EXTRACT,283-950-0,,"""No penalty"" in all categories.","['Cleansing : Helps to keep a clean surface', 'Emollient : Softens and smoothes the skin', 'Smoothing : Reduces roughness or irregularities to make the skin uniform', 'Soothing : Helps to reduce the skin or scalp discomfort']",,"Estratto di muschio d'Islanda, Extracto de musgo de Islandia, Extrait de mousse d'Islande, Extrato de musgo da Islândia, Isländischer Moosextrakt",Vegetal,,
CETRIMONIUM BROMIDE,200-311-3,"Quaternary ammonium cation, Regulated, Preservative, Cationic surfactant","""Medium penalty"" in all categories.","['Antimicrobial : Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Antistatic : Reduces static electricity by neutralizing electrical charge on a surface', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Preservative : Inhibits the development of microorganisms in cosmetic products.']",,,Synthetic,,
CETRIMONIUM CHLORIDE,203-928-6,"Quaternary ammonium cation, Regulated, Preservative, Cationic surfactant","""Medium penalty"" in all categories.","['', '', '', '']",,"Cetrimonijev klorid, Cetrimonium-klorid, Cetrimoniumchlorid, Cetrimoniumchloride, Chlorek cetrimonium, Chlorid cetrimonia, Chlorid cetrimónia, Chlorure de cétrimonium, Cloretos de cetrimónio, Cloruri di cetrimonium, Cloruros de cetrimonio, Clorură de cetrimonium, Setrimonyum Klorür, Цетримониев хлорид, Цетримонијум хлорид, צטרימוניום כלוריד, كلوريد السيتريمونيوم السيتريمونيوم, 塩化セトリモニウム, 염화 세트리모늄",Synthetic,,
CETRIMONIUM DIMETHICONE PEG-8 OLIVATE/SUCCINATE,-,PEG / PPG,"""Medium penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition']",,,Synthetic,,
CETYL ALCOHOL,253-149-0,Fatty alcohol,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Emulsion stabilising : Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Foam boosting : Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Opacifying : Reduces transparency or translucency of cosmetics', '', '']",,"Alcohol cetílico, Alcool cetilic, Alcool cetilico, Alcool cétylique, Alkohol cetylowy, Cetil alkohol, Cetil-alkohol, Cetylalcohol, Cetylalkohol, Setil alkol, Álcool cetílico, Цетил алкохол, Цетилов алкохол, אלכוהול צטיל, كحول السيتيل, セチルアルコール, 세틸 알코올","Vegetal, Synthetic",,
CETYL BETAINE,211-748-4,"Quaternary ammonium cation, Amphoteric surfactant","""No penalty"" in all categories.","['Antistatic : Reduces static electricity by neutralizing electrical charge on a surface', 'Cleansing : Helps to keep a clean surface', 'Foam boosting : Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,,,,
CETYL ESTERS,,,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Skin conditioning : Maintains skin in good condition']",,"Cetil-észterek, Cetilni esteri, Cetyl-esters, Cetylester, Esteri cetilici, Esters cétyliques, Estry cetylowe, Setil Esterler, cetylestery, Ésteres cetílicos, Ésteres de cetilo, Цетил естри, Цетилови естери, אצטיל אסטרים, استرات السيتيل, セチルエステル, 세틸 에스테르",,,
CETYL PALMITATE,208-736-6,,"""No penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning : Maintains skin in good condition']",,"Cetil palmitat, Cetil-palmitát, Cetylpalmitaat, Cetylpalmitat, Palmitat de cetil, Palmitate de cétyle, Palmitato de cetila, Palmitato de cetilo, Palmitato di cetile, Palmitynian cetylu, Setil palmitat, cetylpalmitát, Цетил палмитат, צטיל פלמיטאט, سيتيل بالميتات, セチルパルミテート, 세틸팔미테이트",,,
CETYL PEG/PPG-10/1 DIMETHICONE,,"Silicone, PEG / PPG, Ethoxylated compound, Glycol, Propoxylated compound, Synthetic polymer","""Medium penalty"" in all categories.","['Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Skin conditioning : Maintains skin in good condition', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",,"Cetil Peg/ppg-10/1 Dimeticona, Cetil Peg/ppg-10/1 Dimeticone, Cetil Peg/ppg-10/1 Dimeticonă, Cetil Peg/ppg-10/1 Dimetikon, Cetil Peg/ppg-10/1 dimetikon, Cetyl Peg/ppg-10/1 Dimethicon, Cetyl Peg/ppg-10/1 Dimetikon, Cetyl Peg/ppg-10/1 диметикон, Cetyl Peg/ppg-10/1 דימתיקון, Cétyle Peg/ppg-10/1 Diméthicone, Setil Peg/ppg-10/1 Dimetikon, Цетил Пег/ппг-10/1 Диметикон, سيتيل بيج/بي بي جي-10/1 دايميثيكون, セチルペグ/ppg-10/1ジメチコン, 세틸 Peg/ppg-10/1 디메티콘",Synthetic,,
CETYLPYRIDINIUM CHLORIDE,204-593-9/ -,Quaternary ammonium cation,"""Medium penalty"" in all categories.","['Antimicrobial : Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Antistatic : Reduces static electricity by neutralizing electrical charge on a surface', 'Deodorant : Reduces or masks unpleasant body odors', 'Oral care/hygiene agent : Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)']",Chlorure de Cetylpyridinium (CPC),,Synthetic,,
CHAMOMILLA RECUTITA EXTRACT,282-006-5,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Ekstrakt kamilice, Ekstrakt z rumianku, Extract de musetel, Extracto de manzanilla, Extrait de Camomille sauvage, Extrato de camomila, Kamilla kivonat, Kamille-extract, Kamillenextrakt, Papatya özütü, Výtažek z heřmánku, Výťažok z harmančeka, Екстракт камилице, Екстракт от лайка, תמצית קמומיל, مستخلص البابونج, カモミールエキス, 카모마일 추출물",Vegetal,,
CHAMOMILLA RECUTITA FLOWER,282-006-5,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],Fleur de camomille sauvage,,Vegetal,,
CHAMOMILLA RECUTITA FLOWER EXTRACT,282-006-5,,"""No penalty"" in all categories.","['Masking : Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning : Maintains skin in good condition']",,"Ekstrakt cvijeta kamilice, Ekstrakt z kwiatów rumianku, Estratto di fiori di camomilla, Extract de flori de mușețel, Extracto de flor de manzanilla, Extrait de fleur de camomille sauvage, Extrato de flor de camomila, Kamilla virágkivonat, Kamillebloemextract, Kamillenblütenextrakt, Papatya çiçeği özü, Výťažok z kvetov harmančeka, výtažek z květů heřmánku, Екстракт от цвят на лайка, Екстракт цветова камилице, תמצית פרחי קמומיל, مستخلص زهرة البابونج, カミツレ花エキス, 카모마일 꽃 추출물",Vegetal,,
